time	HR1	HR2	Resp1	Resp2	Study	Group	Trial	Condition
571204.5	0.36252321934946	-0.4404171480633328	-1.3143100482704626	-0.5146632251772607	4	404	3	Synchronous
572204.5	0.34920661528479546	-1.3212392459422593	-0.2166787099347863	0.009743852858644687	4	404	3	Synchronous
573204.5	0.7811910545323624	-0.545829886605056	0.7622446154366886	0.8451694488235915	4	404	3	Synchronous
574204.5	0.9546311625027265	-0.2167460837183096	0.6274912387666591	0.44620545153686286	4	404	3	Synchronous
575204.5	0.742377096933969	0.10126453403928103	0.5960895902744544	0.1754206392407776	4	404	3	Synchronous
576204.5	0.2700387481248995	0.7163084991947221	0.025853777489525533	0.6230485634277271	4	404	3	Synchronous
577204.5	0.015388844149861738	1.6821759619132002	-0.11150791801362037	1.236524313169132	4	404	3	Synchronous
578204.5	0.05825975946511754	1.5618292463110541	-1.203213766039574	0.8628835432816359	4	404	3	Synchronous
579204.5	0.2585138641735318	0.6668701434656225	0.21322433250345496	1.3484874234697102	4	404	3	Synchronous
580204.5	0.7847947282166754	0.16308951292002366	0.13601177363266356	0.4540186025606092	4	404	3	Synchronous
581204.5	0.6521890386919519	-0.20317213360312178	-0.03390882949364388	0.10643466668103263	4	404	3	Synchronous
582204.5	0.16984508260160747	-0.3003910109308484	0.03600510340971015	-1.5509691005737634	4	404	3	Synchronous
583204.5	-1.41674568306753	0.3837756152628011	-0.3733841178418784	-1.779505862381145	4	404	3	Synchronous
584204.5	-0.6358198861171296	-1.0512218519426393	0.2519512156082789	0.7098348366647326	4	404	3	Synchronous
585204.5	0.5002164214384807	0.7052190517109048	-1.6027243568943719	0.014938610020931341	4	404	3	Synchronous
586204.5	3.820511248581939e-4	0.4195787676241079	-1.8604389099368193	-0.6701576457259031	4	404	3	Synchronous
587204.5	0.12376457170436024	0.801073260606039	0.4931721767597218	0.3633106553122378	4	404	3	Synchronous
588204.5	0.735660953462777	1.341102329547541	-0.6878668394804622	-0.2349693789813418	4	404	3	Synchronous
